Ref.No,X1,X2,X3,X4,X5,X6,X7,Y
8144,150000,2,2,1,47,-1,-1,0
6117,170000,2,2,1,37,1,-2,0
21282,110000,1,2,1,50,0,0,0
21191,350000,1,2,2,36,0,0,0
7311,90000,2,2,2,23,2,3,1
21360,70000,1,1,3,57,0,0,0
6218,300000,2,1,2,38,1,3,0
18813,260000,2,2,2,27,-1,-1,1
10743,180000,1,2,1,40,-1,-1,0
17395,200000,2,1,1,37,-2,-2,0
14564,20000,1,2,2,24,0,0,1
22652,30000,2,2,2,34,0,0,0
464,230000,2,1,2,28,0,0,0
18701,70000,2,1,2,25,0,0,1
20338,50000,2,2,1,61,3,2,1
4032,150000,2,1,2,35,1,-1,0
842,350000,2,2,1,31,0,0,0
14699,140000,1,1,2,33,0,0,0
2898,320000,1,1,2,36,0,0,0
21121,30000,1,1,2,47,2,2,0
8117,130000,1,2,2,42,0,0,0
22015,90000,2,2,2,24,0,0,0
14358,50000,2,2,2,34,-2,-1,0
16695,50000,1,5,2,49,0,0,0
22685,450000,2,2,1,43,-2,-2,0
572,50000,2,2,2,23,0,0,0
21814,110000,2,1,2,25,0,0,0
20027,90000,2,1,2,36,0,0,1
3082,280000,2,2,1,36,0,0,0
9486,20000,1,2,2,47,0,0,0
19843,250000,2,1,1,40,2,2,0
8384,310000,1,1,1,34,-1,-1,1
22408,360000,2,2,1,30,0,0,0
21882,160000,2,3,2,26,-1,-1,0
13513,50000,2,2,1,55,0,0,1
492,30000,2,2,1,43,2,2,0
20010,230000,2,1,2,37,-2,-2,0
15385,140000,2,2,1,48,0,0,0
21870,70000,2,3,2,26,0,0,0
23405,80000,2,3,2,33,-1,-1,0
10441,200000,1,1,1,38,-1,-1,0
7540,360000,2,2,1,42,-1,-1,0
17387,20000,2,2,2,48,1,3,1
1946,10000,2,1,2,27,-1,-1,1
17063,30000,2,1,2,24,0,0,0
284,100000,2,1,2,28,0,0,0
7445,30000,2,3,2,25,0,0,0
10747,20000,2,3,1,47,0,0,0
21507,280000,2,2,1,38,0,0,0
3445,120000,2,1,2,35,-1,-1,0
2730,250000,2,2,2,40,-2,-2,0
4177,260000,1,1,2,34,0,0,0
2996,80000,2,2,1,32,-1,-1,1
4945,110000,1,2,2,32,-1,-1,0
971,300000,1,1,1,42,-1,0,1
11973,160000,2,3,2,25,-1,-1,0
12734,80000,1,2,2,24,0,0,0
20229,30000,2,3,2,50,0,0,0
10725,180000,2,2,2,26,-1,-1,0
23073,100000,2,1,2,31,-2,-2,0
5296,520000,1,1,2,34,0,0,0
19458,200000,2,1,2,37,0,0,0
681,110000,2,2,3,45,0,0,0
17371,160000,2,3,2,39,0,0,0
19265,70000,2,3,1,47,1,2,0
122,450000,1,1,1,40,1,-2,1
9609,110000,1,1,2,25,0,0,0
21207,70000,1,1,1,44,1,2,1
6262,240000,2,1,2,28,0,0,0
8247,160000,1,1,1,43,-1,-1,1
4372,70000,2,1,2,29,0,0,0
7704,130000,2,3,2,53,0,0,0
23947,100000,1,3,2,25,0,0,0
13994,170000,2,1,1,50,-2,-2,0
3024,100000,2,3,1,36,2,2,1
12158,130000,1,1,2,33,1,2,0
19200,170000,2,2,2,32,0,0,1
20445,140000,1,2,2,28,0,0,0
20105,170000,2,2,1,29,0,0,0
4633,30000,2,2,1,30,0,0,0
1391,60000,1,2,1,37,3,4,1
22126,230000,2,1,2,27,-1,-1,1
21514,30000,2,2,2,25,2,2,0
16483,50000,2,3,2,56,1,-2,1
13962,330000,2,1,1,34,0,0,0
6021,100000,2,1,2,25,-2,-2,0
15157,70000,2,2,2,23,0,0,0
21920,50000,2,2,1,25,0,0,1
3339,10000,1,3,2,24,1,2,0
4889,160000,2,2,1,28,0,0,0
6868,50000,1,2,2,29,0,0,0
7264,100000,2,1,2,33,1,2,0
10859,40000,1,1,1,34,-1,-1,0
3650,20000,1,3,2,44,-1,2,0
21175,300000,1,1,1,40,-1,-1,0
455,80000,1,2,2,42,0,0,0
22399,380000,2,1,2,27,-1,0,0
23966,20000,1,2,2,23,0,0,0
4975,150000,2,2,2,26,2,0,0
10895,360000,2,1,1,31,1,-1,0
7002,520000,1,1,1,55,-1,-1,0
16324,420000,2,1,1,47,1,-1,0
912,500000,1,1,2,32,-1,0,0
10315,30000,1,3,1,50,1,2,1
13662,500000,2,1,2,38,0,0,0
17440,150000,2,1,1,31,0,0,0
357,240000,2,2,2,26,0,0,0
8579,110000,2,2,1,41,0,0,1
10581,290000,1,1,1,47,-2,-2,0
6793,30000,1,2,1,40,2,2,0
13351,310000,2,1,2,36,-1,-1,0
15875,50000,2,2,2,35,0,0,0
23013,170000,2,2,1,38,0,0,0
8536,250000,1,2,1,29,1,-2,0
20138,310000,2,1,1,43,0,0,0
23729,220000,2,1,1,51,-2,-2,0
20190,310000,2,2,2,42,-2,-1,0
809,190000,2,1,2,26,0,0,0
6732,80000,1,1,1,60,0,0,0
15963,190000,2,2,2,36,0,0,0
4719,80000,1,2,2,30,0,0,1
20180,420000,2,2,2,32,0,0,0
11987,250000,1,2,1,39,0,0,0
15196,120000,2,1,2,26,-2,-2,0
12275,40000,2,2,2,23,2,2,1
4168,150000,1,3,1,34,0,0,0
5854,50000,2,2,2,26,0,0,1
10033,200000,1,2,2,27,-1,-1,1
15511,160000,1,3,1,38,0,0,0
7981,130000,2,1,2,33,-1,0,0
6612,150000,2,1,2,25,0,0,0
13779,30000,2,2,2,25,2,2,1
12060,360000,2,5,2,28,0,0,0
21765,320000,2,1,2,24,0,0,0
19736,200000,2,1,2,27,0,0,0
15350,500000,2,3,1,48,-1,-1,0
3110,500000,1,3,1,48,0,0,0
19278,80000,2,2,1,41,-1,-1,0
3273,50000,2,2,2,23,0,0,0
6222,140000,2,2,2,23,2,0,1
8164,50000,1,2,1,49,2,0,1
17786,310000,2,1,1,62,2,2,0
14379,50000,1,3,2,26,2,0,1
19518,540000,2,1,2,34,-1,-1,0
20722,20000,1,2,2,37,3,2,1
15382,200000,2,1,2,30,0,0,0
15359,130000,2,2,1,35,0,0,0
105,60000,2,2,2,26,2,2,0
16508,80000,1,2,2,24,2,0,1
20943,300000,1,2,1,48,1,-2,0
11236,260000,1,2,2,31,0,0,0
10059,20000,2,2,2,23,1,2,0
857,40000,2,1,2,29,0,0,1
23473,210000,2,1,2,31,-1,-1,0
11884,290000,1,1,1,49,-1,-1,0
22447,350000,2,1,1,37,-2,-2,0
3529,100000,2,2,1,24,0,0,0
19190,200000,2,3,1,43,1,2,1
10273,210000,2,1,2,25,1,-2,0
13521,140000,1,1,2,35,0,0,0
21378,200000,1,1,1,54,-1,-1,0
13335,200000,1,2,2,44,-1,-1,0
7035,50000,2,2,1,30,0,0,0
4534,210000,2,1,2,30,-1,0,0
368,10000,1,2,2,24,-1,2,0
10128,280000,2,1,1,36,-1,-1,1
4170,60000,1,2,3,46,0,0,1
22354,80000,2,2,1,30,0,0,0
12127,120000,2,2,2,24,0,0,0
16998,130000,2,2,2,23,-2,-2,0
3703,80000,1,1,2,29,1,-1,0
2988,60000,1,2,1,56,0,0,1
5114,30000,2,3,2,36,2,2,1
18644,200000,2,1,2,27,-1,-1,0
3973,240000,1,2,2,35,-1,-1,0
10272,60000,2,3,1,29,0,0,0
207,100000,1,1,1,47,-1,-1,0
15221,140000,2,2,1,31,1,-2,0
11902,110000,1,1,2,29,1,-2,0
2310,150000,1,2,1,40,0,0,0
3655,80000,1,2,1,37,0,0,0
18116,170000,1,1,2,48,0,0,0
21313,160000,1,3,1,57,-1,-1,1
17602,100000,2,2,1,32,0,0,0
13433,30000,2,1,2,36,0,0,1
6818,180000,1,1,2,27,0,0,0
13328,30000,1,1,2,27,0,0,0
3135,180000,2,1,2,28,0,0,0
5664,300000,2,2,2,28,0,0,0
1506,350000,1,1,1,70,0,0,0
11051,260000,1,1,2,30,-2,-2,0
14209,120000,1,1,2,28,0,0,0
12374,500000,2,1,1,36,-1,-1,0
22440,260000,2,2,1,38,0,0,0
11425,40000,2,3,1,39,0,0,1
5557,50000,2,2,2,33,0,0,0
969,20000,2,2,1,27,0,0,0
515,20000,2,2,2,23,0,0,0
18201,480000,1,1,2,49,0,0,0
14848,500000,2,2,1,48,0,0,0
9842,340000,1,1,1,41,-1,-1,1
23976,20000,1,1,2,25,0,0,0
1590,80000,2,2,1,50,-1,-1,0
4387,210000,1,1,1,36,0,0,0
12405,130000,2,2,2,31,0,0,0
9583,30000,2,3,1,23,2,2,1
2741,70000,2,2,1,28,0,0,0
15059,200000,1,2,2,33,0,0,1
8974,20000,1,3,1,27,1,3,0
12326,50000,2,3,1,52,0,0,0
16352,160000,2,5,1,38,0,0,0
16671,20000,1,2,1,27,0,0,0
8414,180000,2,1,2,29,-2,-2,0
1268,70000,2,2,2,34,1,2,0
4360,100000,1,2,2,25,-1,-1,0
19255,300000,2,2,1,39,-1,-1,1
5474,220000,1,1,2,37,0,0,0
15783,80000,2,2,2,23,0,0,0
23306,100000,2,2,1,42,-2,-2,0
11370,10000,1,2,2,23,0,0,0
287,210000,1,1,2,38,2,0,0
12357,150000,2,5,2,33,0,0,0
19769,360000,2,3,2,45,-2,-2,0
17193,200000,2,5,2,29,-1,-1,0
11180,140000,2,1,1,33,0,0,1
22413,50000,2,2,1,35,0,0,0
9863,170000,2,3,2,30,0,0,0
14930,170000,1,2,2,29,1,-2,0
19852,230000,2,2,1,45,0,0,0
13228,180000,2,2,2,28,-2,-2,0
1744,90000,1,1,2,32,-1,-1,0
21497,500000,2,1,1,34,0,0,0
6996,30000,1,1,2,41,0,0,1
14636,80000,1,2,2,34,0,0,0
71,80000,1,1,2,31,-1,-1,0
23938,150000,1,4,3,27,-1,-1,0
1271,50000,2,3,1,57,0,0,0
9127,180000,2,2,1,32,0,0,0
1319,390000,2,1,1,34,1,-2,0
20468,10000,1,2,2,26,0,0,0
5417,30000,1,2,1,38,0,0,0
5391,200000,1,1,2,37,2,2,1
21222,80000,1,1,2,38,1,2,1
4475,120000,1,3,1,32,2,2,0
17625,180000,2,1,2,32,-1,-1,1
14143,70000,2,3,1,45,0,0,0
1434,20000,1,2,2,52,0,0,0
9726,200000,1,1,1,41,-1,-1,0
18035,500000,1,1,1,46,-1,-1,0
20307,30000,2,2,1,56,0,0,1
23445,410000,2,2,2,33,-2,-2,0
4731,220000,2,1,2,29,0,0,0
22555,20000,2,2,1,32,0,0,1
6651,50000,2,2,1,36,0,0,0
15005,270000,2,2,1,32,0,0,0
11285,280000,2,1,1,32,1,-2,1
4684,340000,1,1,1,48,0,0,0
8288,70000,1,2,2,36,1,-1,0
3028,80000,2,2,1,32,0,0,0
17833,30000,1,2,2,24,2,4,0
23591,10000,2,2,1,42,0,0,0
7511,380000,2,3,2,31,-1,-1,0
20216,490000,2,3,1,54,-1,-1,0
480,200000,1,1,2,31,-2,-2,0
12630,10000,1,2,2,36,0,0,0
6225,190000,2,2,1,34,0,0,0
7670,310000,2,2,1,28,0,0,0
8092,290000,2,1,1,35,1,-2,0
22223,360000,2,1,1,31,-2,-2,0
21776,90000,2,2,1,24,0,0,0
9181,240000,2,2,2,32,0,0,0
12131,320000,1,1,1,40,0,0,0
18592,20000,2,1,2,22,1,2,1
6773,110000,2,3,2,46,0,0,0
13294,320000,1,1,1,46,0,-1,0
4402,140000,2,2,2,50,0,0,0
5444,80000,1,1,1,53,0,-1,0
13841,20000,2,2,2,30,1,-2,1
760,30000,2,2,2,24,0,0,0
12290,80000,1,1,2,26,0,0,0
8853,210000,2,2,1,36,-1,0,0
19752,80000,2,2,2,47,-1,2,0
10960,120000,2,2,1,28,0,0,0
12461,50000,2,3,1,36,0,0,0
19836,280000,2,2,2,38,0,0,0
8925,200000,2,2,1,34,0,0,0
16263,100000,2,5,2,33,0,0,0
752,90000,2,1,2,25,2,0,0
18030,140000,1,2,2,33,0,0,0
3147,50000,1,1,2,25,-1,-1,0
7294,100000,2,2,1,27,-2,-2,0
5819,170000,2,2,2,30,0,0,0
9017,60000,2,2,2,31,2,0,0
9472,360000,1,2,2,31,-1,-1,0
16157,20000,2,2,1,25,-1,-1,1
17474,10000,2,3,2,46,1,2,1
18892,260000,2,2,2,28,-1,0,0
11210,510000,2,1,2,35,-1,-1,0
16468,100000,2,3,1,50,0,0,1
15611,10000,2,1,2,22,0,0,0
17465,200000,2,1,1,37,0,0,0
12533,50000,2,2,1,29,2,2,0
22273,180000,2,2,1,28,0,0,0
5329,200000,2,1,2,30,-1,-1,0
19122,100000,2,2,1,49,0,-1,0
7573,40000,1,2,1,37,1,2,0
45,40000,2,1,2,30,0,0,0
3250,50000,1,2,2,45,0,0,0
12218,50000,2,2,2,37,0,0,0
18944,470000,2,2,2,30,0,0,0
18264,90000,1,2,1,53,-1,0,1
18064,150000,1,1,1,34,1,-1,0
18861,150000,2,5,2,26,0,0,0
4682,200000,2,2,1,36,0,0,0
15943,160000,2,1,2,29,0,0,0
23513,110000,2,1,2,31,0,-1,0
7455,120000,2,1,2,29,0,0,0
22150,320000,2,1,2,29,-2,-1,0
13550,200000,2,2,1,34,-2,-2,0
15895,260000,2,2,2,29,0,0,0
10208,80000,1,2,2,26,0,0,0
1340,50000,2,3,1,53,1,-2,1
19104,50000,2,2,1,40,1,3,1
9758,110000,1,3,2,27,0,0,0
22000,200000,2,2,2,28,0,0,0
758,230000,2,2,1,30,2,0,1
14666,20000,1,2,1,47,0,0,1
3475,30000,2,2,1,22,0,0,0
22487,480000,2,3,1,41,0,0,0
8832,50000,1,2,1,37,0,0,1
17911,100000,1,2,2,28,2,0,1
16433,120000,2,3,2,50,2,0,1
5864,320000,1,2,2,44,-1,-1,0
22281,220000,2,1,2,29,0,0,1
17238,170000,2,3,1,40,0,0,0
19949,390000,2,2,2,39,0,-1,0
20929,360000,1,1,2,33,-2,-2,0
5763,20000,1,2,1,27,0,0,0
20068,500000,2,1,2,45,0,0,0
5481,80000,2,2,2,31,0,0,0
12099,120000,2,1,2,28,-1,2,0
4112,280000,2,2,1,45,1,-2,0
15732,220000,1,1,1,42,-1,-1,0
1062,50000,1,2,1,49,0,0,0
5625,210000,2,2,1,33,0,0,0
13301,100000,2,2,1,41,1,3,1
19272,100000,2,2,1,40,0,0,0
17244,110000,2,2,1,38,0,0,0
23888,80000,1,2,1,27,0,0,0
1757,130000,1,1,2,34,0,0,0
6213,100000,2,1,2,26,0,0,0
4993,80000,1,2,1,36,2,2,1
5750,160000,2,1,2,30,-1,-1,0
9947,30000,2,2,2,26,2,2,1
16821,20000,1,6,2,41,0,0,0
7394,100000,2,2,1,41,0,0,0
14618,150000,2,1,1,52,-1,-1,0
11597,200000,2,1,2,31,-1,-1,0
17017,80000,2,1,2,24,0,0,0
19334,30000,2,3,1,38,0,0,0
518,50000,1,2,1,47,0,0,0
8740,260000,2,1,2,39,-1,-1,0
19962,60000,2,2,1,35,0,0,0
13947,100000,1,6,2,51,2,0,0
19981,300000,2,1,2,31,0,0,0
7225,140000,2,2,1,37,-1,-1,0
9016,70000,1,3,1,56,0,0,0
1120,120000,2,2,1,34,1,-1,0
9336,470000,1,1,2,30,0,0,0
11887,50000,2,3,1,50,0,0,0
1164,210000,2,2,1,39,0,0,0
5440,110000,2,2,1,42,2,2,0
8324,20000,1,2,1,39,2,2,1
223,300000,2,2,2,35,0,0,0
3692,500000,1,1,2,39,-2,-2,0
10485,150000,2,2,2,25,1,-2,1
17700,340000,2,1,1,43,0,0,0
21443,160000,2,2,1,25,0,0,0
1027,300000,1,2,2,31,0,0,0
20319,70000,2,2,1,62,2,0,1
5982,400000,1,1,1,42,0,0,0
22295,420000,2,2,2,29,0,0,0
5201,60000,2,1,2,34,0,0,1
11379,180000,1,2,2,25,0,0,0
20143,200000,2,3,2,43,0,0,0
18792,110000,2,2,2,29,2,0,1
69,130000,2,3,2,29,1,-2,0
5964,220000,2,1,1,32,1,2,0
23913,50000,1,2,2,22,0,0,0
16241,210000,2,1,1,38,-1,-1,0
5517,130000,2,1,2,29,2,0,0
22384,80000,2,2,2,30,0,0,0
4620,150000,1,2,1,43,0,0,0
16719,20000,1,3,3,46,0,0,0
12389,450000,2,2,1,37,-1,-1,1
10134,40000,2,2,1,45,1,2,0
2982,100000,1,2,1,43,1,-2,0
22293,70000,2,1,2,29,0,0,0
5523,70000,2,2,2,22,0,0,0
14145,500000,2,1,2,28,2,0,1
20201,300000,2,1,2,29,0,0,0
14064,120000,1,1,2,31,-1,-1,1
20348,140000,2,2,1,55,0,0,0
4070,150000,2,2,2,30,0,0,0
21461,310000,2,2,2,29,0,0,0
18826,250000,2,2,1,28,2,0,1
9485,70000,1,1,2,26,0,0,0
5537,30000,2,2,2,24,0,0,0
16438,160000,2,3,1,53,0,0,0
17632,420000,2,1,2,30,0,0,0
23843,250000,2,2,1,52,-2,-2,1
1004,360000,1,1,2,36,1,-2,1
11933,290000,2,1,1,40,-1,-1,0
12870,500000,1,2,1,35,-2,-2,0
22800,260000,2,1,1,44,0,0,0
20325,180000,2,5,1,54,0,0,0
23159,50000,2,1,1,38,2,3,0
20555,220000,1,1,2,29,0,0,0
8060,100000,1,2,2,27,-2,-2,0
4596,80000,2,1,1,35,0,0,0
17299,150000,2,2,2,34,0,0,0
5127,30000,2,5,2,23,2,2,0
326,210000,1,2,2,43,1,-2,0
23300,340000,2,3,1,32,0,-1,0
13456,140000,1,2,2,34,1,2,0
21412,60000,2,3,1,49,0,0,0
17177,350000,2,2,2,29,0,0,0
1241,500000,1,1,1,45,-1,-1,0
10805,120000,2,1,2,26,0,0,0
20666,190000,1,3,1,41,0,-1,0
14428,300000,2,1,2,28,-2,-2,0
18920,150000,2,1,2,28,2,0,1
22934,170000,2,2,2,46,0,0,0
20784,500000,1,1,1,34,0,0,0
11783,450000,1,1,1,44,-2,-2,0
18946,160000,2,1,2,31,-1,-1,0
20774,420000,1,3,1,32,-1,-1,0
6841,220000,1,3,1,52,1,-2,0
21464,290000,2,2,1,29,2,0,1
1770,50000,2,2,1,46,-1,-1,1
11849,60000,2,6,1,39,-1,-1,0
6945,160000,2,2,1,50,-1,-1,1
7710,80000,1,3,1,47,0,0,1
10435,180000,1,2,1,34,-1,-1,0
8594,180000,2,2,2,30,0,0,0
13422,100000,2,1,2,29,2,2,0
13834,20000,2,2,2,43,0,0,0
1873,130000,2,3,2,32,0,0,0
14838,500000,1,1,2,40,0,0,0
6428,100000,2,2,2,23,0,0,0
23755,300000,2,4,1,54,1,-2,0
5154,80000,1,2,2,24,0,0,0
14883,100000,1,2,2,50,1,-1,0
8588,50000,2,2,3,33,0,0,0
23219,270000,2,2,2,34,-2,-2,0
13174,100000,2,2,1,33,2,0,0
15569,100000,1,2,2,40,0,0,0
19698,120000,2,2,1,38,2,2,1
21599,30000,2,2,2,21,0,0,0
5371,450000,1,2,1,44,-1,-1,0
23776,30000,2,2,2,50,0,0,0
22305,100000,2,2,1,30,-1,0,0
14359,210000,2,2,2,27,0,0,0
15847,100000,2,2,2,26,0,-1,1
12874,20000,1,2,2,25,0,0,1
20513,200000,1,2,2,27,0,0,0
20797,420000,1,1,1,43,-2,-2,0
15981,30000,2,3,1,37,1,2,0
21467,120000,2,2,2,28,1,-2,1
16054,160000,2,3,1,46,-1,-1,0
1936,460000,2,2,2,35,0,0,0
16127,30000,2,2,1,37,2,2,0
9753,80000,2,2,2,25,-1,-1,0
3239,150000,2,1,2,25,-1,-1,0
8620,80000,1,1,2,26,0,0,0
10781,330000,1,1,2,44,0,0,0
23121,120000,2,3,1,40,0,0,0
21428,110000,2,1,2,24,2,0,1
18606,80000,2,1,2,24,0,0,0
11812,50000,2,2,2,24,0,0,0
4935,30000,2,1,1,22,2,2,0
21016,50000,1,2,2,32,-1,2,1
23394,280000,2,2,1,43,-2,-2,0
11410,230000,2,2,1,38,-2,-2,0
7887,500000,1,1,2,34,-1,-1,0
14583,200000,1,2,1,30,0,0,0
4999,310000,1,3,1,44,0,0,0
15629,90000,2,2,1,37,-1,2,0
12768,180000,2,1,2,27,2,2,1
4799,480000,1,1,2,49,0,0,0
9689,100000,2,3,2,46,0,0,0
23398,70000,2,3,1,32,0,0,0
14267,290000,2,2,1,37,0,0,0
2605,60000,1,3,2,24,-1,0,0
3462,60000,2,2,3,35,0,0,0
18610,80000,2,1,2,25,3,2,1
1968,170000,2,3,1,37,0,0,0
15519,50000,1,2,2,31,0,0,0
19635,300000,2,2,2,41,-1,-1,0
8730,50000,1,2,1,43,0,0,0
7516,340000,2,2,2,38,-2,-2,1
2015,80000,2,2,1,27,-2,-2,0
9768,150000,1,3,1,50,0,0,0
13633,200000,2,2,1,29,0,0,0
18509,80000,2,1,2,24,0,0,1
12015,80000,1,1,2,37,0,0,0
11676,200000,2,1,2,28,0,0,0
16343,160000,2,1,1,45,0,0,0
13556,210000,2,2,2,25,0,0,1
6831,130000,2,2,2,26,0,0,0
4492,100000,1,2,2,25,0,0,0
6362,100000,2,2,1,28,2,0,1
5081,30000,1,3,2,59,1,2,1
5228,250000,2,1,1,45,0,0,0
19123,200000,2,2,2,32,0,0,0
20489,160000,1,4,2,26,0,0,0
19009,340000,2,5,2,30,0,0,0
11359,210000,2,1,2,27,-1,-1,0
10970,110000,2,3,1,42,0,0,0
22588,80000,2,3,3,48,0,0,0
1733,130000,2,3,1,33,0,0,0
1475,110000,2,3,2,29,0,0,1
19259,30000,2,1,2,33,3,2,1
8982,30000,1,2,2,43,0,0,0
9634,50000,2,2,2,27,0,0,0
1230,50000,1,3,2,46,0,0,0
7867,260000,2,1,2,28,0,0,0
12981,200000,2,2,2,35,-1,-1,0
17902,30000,1,3,2,28,0,0,0
9873,50000,2,2,2,23,0,0,0
6002,500000,2,1,2,37,-1,-1,0
11507,10000,1,2,2,23,0,0,0
12194,220000,2,1,1,54,1,-2,0
23586,230000,2,1,2,41,-1,-1,0
16936,200000,1,2,1,52,0,0,0
19080,70000,2,1,2,29,0,0,0
1969,70000,1,1,2,30,2,2,1
11752,130000,2,1,1,38,-1,-1,1
6759,200000,2,2,1,51,0,0,1
21905,180000,2,3,2,27,-1,-1,0
19995,440000,2,2,1,41,0,0,0
22945,220000,2,2,1,35,0,0,0
5321,500000,1,2,2,30,-1,-1,0
19223,280000,2,1,1,42,0,0,0
18854,80000,2,3,1,26,0,0,0
7752,90000,2,2,3,40,1,2,0
19936,50000,2,2,2,31,2,2,0
14042,230000,2,3,1,43,-2,-2,0
15363,330000,2,2,1,29,0,0,0
6591,400000,2,2,1,42,-2,-2,0
22326,30000,2,3,2,24,0,0,1
11913,480000,1,3,1,46,0,0,0
13819,340000,2,2,1,32,0,0,0
3590,70000,2,2,2,26,3,2,1
10186,150000,2,3,1,40,0,0,1
2376,40000,1,2,1,38,2,2,1
17406,140000,2,2,1,47,-2,-2,0
13726,300000,1,2,2,28,0,0,0
1728,60000,2,2,1,42,2,2,1
21689,20000,2,1,2,24,0,0,1
23217,320000,2,2,1,42,-1,-1,0
1053,30000,1,1,1,42,0,0,0
3353,410000,2,1,2,41,-2,-2,0
23604,90000,2,2,1,44,2,2,0
19144,140000,2,2,2,31,0,0,0
22731,180000,2,1,2,32,-1,-1,0
18609,100000,2,2,1,25,0,0,0
10924,160000,1,2,1,52,0,0,1
17466,500000,2,2,1,43,0,0,0
11037,20000,1,2,1,33,1,2,1
6131,480000,1,1,1,47,0,0,0
11078,260000,2,2,1,40,-2,-2,0
14743,150000,1,1,2,25,0,0,0
3954,110000,2,2,1,37,0,0,0
1449,10000,1,3,2,34,0,0,0
3447,200000,2,2,2,33,0,0,1
14740,290000,2,1,1,36,0,0,0
5314,80000,2,1,1,50,1,-2,0
23974,50000,1,1,2,25,0,0,0
17261,130000,2,3,2,36,0,0,0
4503,70000,2,2,1,27,1,2,1
2658,40000,2,2,1,25,0,0,0
9943,10000,2,2,1,40,1,-1,0
999,50000,2,2,2,23,-1,-1,1
10444,320000,1,1,1,40,-1,-1,0
22188,280000,2,1,2,29,-1,-1,0
7659,80000,2,2,2,31,1,2,0
2403,80000,2,2,2,29,1,2,0
14273,60000,2,2,3,49,0,0,1
10304,210000,2,1,1,51,-1,-1,0
9540,50000,1,2,2,35,0,0,0
5431,180000,2,2,1,40,0,0,0
8530,240000,1,1,2,35,-1,-1,0
1723,90000,1,2,1,44,2,0,1
6454,60000,2,2,1,23,0,0,0
14816,200000,2,3,1,45,-1,-1,0
17360,200000,2,2,1,49,-1,0,0
7260,210000,1,2,2,28,-2,-2,0
16386,230000,2,2,1,42,-2,-2,0
15724,170000,1,5,1,40,0,0,0
12114,500000,1,1,2,38,-1,-1,0
2353,20000,1,2,1,34,0,0,1
6809,160000,2,2,2,30,0,0,0
11354,310000,2,2,1,40,0,0,0
4030,250000,2,1,1,40,-1,-1,1
23616,80000,2,2,2,39,2,2,1
23487,310000,2,1,1,32,0,0,0
7350,80000,1,2,2,41,2,0,1
20462,50000,1,1,2,24,-1,2,0
10853,80000,2,2,2,23,0,0,1
8647,240000,2,1,1,37,-1,-1,0
8055,270000,2,2,2,25,0,0,0
3591,20000,1,2,1,47,0,0,0
4995,500000,2,1,2,40,-2,-2,0
6443,360000,2,1,1,27,-2,-2,0
14891,50000,2,3,1,39,0,0,0
19491,180000,2,1,2,35,-1,-1,0
2957,50000,2,1,2,22,0,0,1
23057,160000,2,1,2,29,0,0,1
7642,210000,1,2,2,27,0,0,0
5847,90000,2,1,1,43,0,0,1
21475,80000,2,2,1,28,0,-1,0
6203,210000,2,2,1,39,-1,-1,0
15119,370000,1,2,1,55,0,0,0
7601,20000,2,2,3,46,1,-2,0
6000,360000,2,3,1,36,2,0,0
365,230000,2,1,2,35,-2,-2,0
22023,50000,2,1,2,26,1,-2,0
11398,290000,2,1,1,35,-1,-1,1
959,350000,1,1,2,35,-1,-1,0
1277,480000,2,2,1,54,-2,-2,0
19545,20000,2,3,2,46,-1,-1,0
6884,200000,1,2,2,36,-1,-1,0
14610,50000,1,2,2,22,0,0,1
14703,230000,2,2,1,46,-1,-1,0
7176,150000,2,3,1,55,-2,-2,0
3695,80000,1,2,2,27,2,0,1
10190,500000,2,1,1,38,0,0,0
12967,400000,1,2,1,40,7,6,1
14051,210000,2,1,2,34,-1,-1,0
4388,90000,1,2,1,35,8,7,1
20681,20000,1,3,2,47,1,2,1
13679,20000,1,2,1,22,0,0,0
6706,120000,1,2,2,29,0,0,0
2250,550000,2,2,1,32,0,0,1
14625,130000,2,1,1,47,0,0,0
8001,30000,1,2,1,62,0,0,0
8284,20000,1,3,2,51,0,0,0
11509,330000,2,2,2,33,1,-2,0
19922,30000,2,2,2,44,0,0,0
13613,20000,2,3,2,22,0,0,0
783,100000,2,1,2,28,2,2,1
110,360000,1,2,1,35,1,-2,0
3667,390000,1,1,2,31,0,0,0
13608,260000,2,1,2,31,0,0,0
1786,220000,1,2,1,60,-1,-1,1
17910,20000,1,2,2,25,0,0,1
653,20000,2,1,2,22,0,0,0
507,500000,2,2,2,43,-1,-1,0
15742,340000,2,1,1,27,0,0,0
3317,500000,2,1,2,31,0,0,0
340,120000,2,1,2,34,-1,-1,0
7543,80000,2,1,2,28,1,-2,1
10816,10000,1,2,1,24,5,4,1
19195,380000,2,2,1,33,1,1,0
2441,160000,2,1,2,40,-1,0,0
16917,80000,1,3,1,59,0,0,0
21643,100000,2,1,2,25,0,0,0
7163,90000,2,2,1,26,2,0,0
15799,50000,2,2,1,27,1,2,0
3498,240000,1,2,1,37,-1,-1,0
11155,10000,2,5,2,24,-1,0,0
21363,20000,1,2,2,56,5,4,0
16294,30000,2,2,2,38,0,0,0
7387,150000,2,2,1,33,1,2,1
1200,360000,1,1,1,36,-2,-1,0
12279,20000,1,3,1,47,0,0,1
9152,440000,1,1,2,33,-1,2,1
13982,50000,2,1,2,24,0,0,0
7305,180000,2,2,1,37,0,0,0
7144,30000,1,2,1,39,0,0,1
